#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Escherichia coli","13E0767",19668,SAMN06563579 ,PRJNA378908,"Proteobacteria","Gammaproteobacteria",GCA_002057355.1 ,4.94225,50.6,chromosome:NZ_CP020107.1/CP020107.1,-,1,5142,4813,2017/03/21,2017/03/23,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/057/355/GCF_002057355.1_ASM205735v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/057/355/GCA_002057355.1_ASM205735v1
"Bordetella pertussis","J209",19440,SAMN05716055 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286315.1 ,4.1075,67.7,chromosome:NZ_CP017120.1/CP017120.1,-,1,3977,3564,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/315/GCF_002286315.1_ASM228631v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/315/GCA_002286315.1_ASM228631v1
"Bordetella pertussis","J172",19440,SAMN05716054 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286335.1 ,4.10738,67.7,chromosome:NZ_CP017121.1/CP017121.1,-,1,3980,3578,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/335/GCF_002286335.1_ASM228633v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/335/GCA_002286335.1_ASM228633v1
"Escherichia coli","DSM 103246",19668,SAMN06434185 ,PRJNA376490,"Proteobacteria","Gammaproteobacteria",GCA_002058765.1 ,5.44583,50.5,chromosome:NZ_CP019944.1/CP019944.1,-,1,5577,5138,2017/03/21,2017/03/23,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/058/765/GCF_002058765.1_ASM205876v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/058/765/GCA_002058765.1_ASM205876v1
"Salmonella enterica subsp. salamae serovar 57:z29:z42","ST114",19669,SAMN04160816 ,PRJNA294448,"Proteobacteria","Gammaproteobacteria",GCA_002234475.1 ,4.71938,52,chromosome:NZ_CP022467.1/CP022467.1,-,1,4697,4394,2017/07/27,2017/08/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/475/GCF_002234475.1_ASM223447v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/475/GCA_002234475.1_ASM223447v1
"Salmonella enterica","SA20026234",19669,SAMN06044996 ,PRJNA354244,"Proteobacteria","Gammaproteobacteria",GCA_002234515.1 ,4.79629,52.2,chromosome:NZ_CP022489.1/CP022489.1,-,1,4903,4605,2017/07/27,2017/08/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/515/GCF_002234515.1_ASM223451v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/515/GCA_002234515.1_ASM223451v1
"Escherichia coli","FAM21845",19668,SAMN05762409 ,PRJNA342576,"Proteobacteria","Gammaproteobacteria",GCA_002077195.1 ,5.11359,50.9496,chromosome:CP017220.1; plasmid pFAM21845_1:CP017221.1; plasmid pFAM21845_2:CP017222.1; plasmid pFAM21845_3:CP017223.1; plasmid pFAM21845_4:CP017224.1; plasmid pFAM21845_5:CP017225.1,-,6,5179,4920,2017/04/03,2017/05/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/077/195/GCF_002077195.1_ASM207719v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/077/195/GCA_002077195.1_ASM207719v1
"Bordetella pertussis","J154",19440,SAMN05716052 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286355.1 ,4.10637,67.7,chromosome:NZ_CP017122.1/CP017122.1,-,1,3980,3578,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/355/GCF_002286355.1_ASM228635v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/355/GCA_002286355.1_ASM228635v1
"Bordetella pertussis","J153",19440,SAMN05716051 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002286375.1 ,4.10637,67.7,chromosome:NZ_CP017123.1/CP017123.1,-,1,3982,3582,2017/09/05,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/375/GCF_002286375.1_ASM228637v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/375/GCA_002286375.1_ASM228637v1
"Escherichia coli","BLK9",19668,SAMN04497926 ,PRJNA312438,"Proteobacteria","Gammaproteobacteria",GCA_002078275.1 ,4.16559,51,chromosome:NZ_CP014641.1/CP014641.1,-,1,4226,3930,2017/04/04,2017/04/05,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/275/GCF_002078275.1_ASM207827v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/078/275/GCA_002078275.1_ASM207827v1
"Salmonella enterica","SA20031783",19669,SAMN06045033 ,PRJNA354244,"Proteobacteria","Gammaproteobacteria",GCA_002234735.1 ,4.90872,52.2768,chromosome:NZ_CP022491.1/CP022491.1; plasmid unnamed1:NZ_CP022492.1/CP022492.1; plasmid unnamed2:NZ_CP022493.1/CP022493.1,-,3,5000,4734,2017/07/27,2017/08/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/735/GCF_002234735.1_ASM223473v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/735/GCA_002234735.1_ASM223473v1
"Salmonella enterica","SA20035215",19669,SAMN06045055 ,PRJNA354244,"Proteobacteria","Gammaproteobacteria",GCA_002234755.1 ,5.08879,51.6916,chromosome:NZ_CP022494.1/CP022494.1; plasmid unnamed1:NZ_CP022495.1/CP022495.1; plasmid unnamed2:NZ_CP022496.1/CP022496.1,-,3,5190,4864,2017/07/27,2017/08/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/755/GCF_002234755.1_ASM223475v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/755/GCA_002234755.1_ASM223475v1
"Escherichia coli","BLK16",19668,SAMN04505873 ,PRJNA312746,"Proteobacteria","Gammaproteobacteria",GCA_002078295.1 ,4.16578,51,chromosome:NZ_CP014642.1/CP014642.1,-,1,4229,3925,2017/04/04,2017/04/05,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/295/GCF_002078295.1_ASM207829v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/078/295/GCA_002078295.1_ASM207829v1
"Bordetella pertussis","F013",19440,SAMN05583818 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002310915.1 ,4.10124,67.7,chromosome:NZ_CP016965.1/CP016965.1,-,1,3968,3584,2017/09/05,2017/09/21,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/915/GCF_002310915.1_ASM231091v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/915/GCA_002310915.1_ASM231091v1
"Bordetella pertussis","J165",19440,SAMN05751699 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442615.1 ,4.11164,67.7,chromosome:NZ_CP017158.1/CP017158.1,-,1,3982,3582,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/615/GCF_002442615.1_ASM244261v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/615/GCA_002442615.1_ASM244261v1
"Escherichia coli C","C",19668,SAMN06645125 ,PRJNA380607,"Proteobacteria","Gammaproteobacteria",GCA_002079225.1 ,4.61702,51,chromosome:NZ_CP020543.1/CP020543.1,-,1,4703,4372,2017/04/05,2017/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/079/225/GCF_002079225.1_ASM207922v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/079/225/GCA_002079225.1_ASM207922v1
"Salmonella enterica","SA20026289",19669,SAMN06044997 ,PRJNA354244,"Proteobacteria","Gammaproteobacteria",GCA_002234775.1 ,4.73488,52.3,chromosome:NZ_CP022490.1/CP022490.1,-,1,4796,4534,2017/07/27,2017/08/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/775/GCF_002234775.1_ASM223477v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/775/GCA_002234775.1_ASM223477v1
"Salmonella enterica","SA20084699",19669,SAMN06045126 ,PRJNA354244,"Proteobacteria","Gammaproteobacteria",GCA_002234795.1 ,4.8026,52.2823,chromosome:NZ_CP022497.1/CP022497.1; plasmid unnamed1:NZ_CP022498.1/CP022498.1; plasmid unnamed2:NZ_CP022499.1/CP022499.1,-,3,4893,4596,2017/07/27,2017/08/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/795/GCF_002234795.1_ASM223479v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/795/GCA_002234795.1_ASM223479v1
"Escherichia coli","BLR(DE3)",19668,SAMN06619924 ,PRJNA379778,"Proteobacteria","Gammaproteobacteria",GCA_002090355.1 ,4.55081,50.8,chromosome:NZ_CP020368.1/CP020368.1,-,1,4687,4320,2017/04/13,2017/04/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/090/355/GCF_002090355.1_ASM209035v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/090/355/GCA_002090355.1_ASM209035v1
"Bordetella pertussis","J226",19440,SAMN05751698 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442635.1 ,4.10736,67.7,chromosome:NZ_CP017159.1/CP017159.1,-,1,3980,3557,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/635/GCF_002442635.1_ASM244263v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/635/GCA_002442635.1_ASM244263v1
"Bordetella pertussis","J223",19440,SAMN05751696 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442655.1 ,4.10713,67.7,chromosome:NZ_CP017160.1/CP017160.1,-,1,3980,3475,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/655/GCF_002442655.1_ASM244265v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/655/GCA_002442655.1_ASM244265v1
"Escherichia coli","CFSAN051542",19668,SAMN05414625 ,PRJNA312475,"Proteobacteria","Gammaproteobacteria",GCA_002105735.1 ,4.92614,50.9515,chromosome:NZ_CP020835.1/CP020835.1; plasmid pCFSAN051542:NZ_CP020836.1/CP020836.1,-,2,5153,4732,2017/04/24,2017/04/26,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/735/GCF_002105735.1_ASM210573v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/735/GCA_002105735.1_ASM210573v1
"Salmonella enterica subsp. enterica","SA20100345",19669,SAMN04160807 ,PRJNA177613,"Proteobacteria","Gammaproteobacteria",GCA_002234855.1 ,4.58633,51.5,chromosome:CP022504.1,-,1,4657,4104,2017/07/27,2017/07/27,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/855/GCA_002234855.1_ASM223485v1
"Salmonella enterica subsp. enterica","08-00436",19669,SAMN06645218 ,PRJNA380613,"Proteobacteria","Gammaproteobacteria",GCA_002238275.1 ,5.07091,51.9292,chromosome:NZ_CP020492.1/CP020492.1; plasmid pSE08-00436-1:NZ_CP020493.1/CP020493.1; plasmid pSE08-00436-2:NZ_CP020494.1/CP020494.1,-,3,5201,4893,2017/08/01,2017/08/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/238/275/GCF_002238275.1_ASM223827v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/238/275/GCA_002238275.1_ASM223827v1
"Escherichia coli","HB-Coli0",19668,SAMN06819205 ,PRJNA383767,"Proteobacteria","Gammaproteobacteria",GCA_002116715.1 ,5.07818,50.6762,chromosome:NZ_CP020933.1/CP020933.1; plasmid unnamed1:NZ_CP020934.1/CP020934.1; plasmid unnamed2:NZ_CP020935.1/CP020935.1; plasmid unnamed3:NZ_CP020936.1/CP020936.1,-,4,5270,4895,2017/05/01,2017/05/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/715/GCF_002116715.1_ASM211671v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/715/GCA_002116715.1_ASM211671v1
"Bordetella pertussis","J151",19440,SAMN05751694 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442675.1 ,4.10644,67.7,chromosome:NZ_CP017161.1/CP017161.1,-,1,3976,3555,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/675/GCF_002442675.1_ASM244267v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/675/GCA_002442675.1_ASM244267v1
"Bordetella pertussis","J109",19440,SAMN05751693 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442695.1 ,4.10634,67.7,chromosome:NZ_CP017162.1/CP017162.1,-,1,3979,3563,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/695/GCF_002442695.1_ASM244269v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/695/GCA_002442695.1_ASM244269v1
"Escherichia coli","HST04",19668,SAMN04396805 ,PRJNA298687,"Proteobacteria","Gammaproteobacteria",GCA_002118095.1 ,4.56724,50.8,chromosome:NZ_CP013952.1/CP013952.1,-,1,4716,4370,2017/04/28,2017/05/09,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/118/095/GCF_002118095.1_ASM211809v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/118/095/GCA_002118095.1_ASM211809v1
"Salmonella enterica subsp. enterica serovar Saintpaul","SGB23",19669,SAMN07594151 ,PRJNA401082,"Proteobacteria","Gammaproteobacteria",GCA_002290205.1 ,5.04643,51.9634,chromosome:NZ_CP023166.1/CP023166.1; plasmid pSGB23:NZ_CP023167.1/CP023167.1,-,2,5161,4848,2017/09/12,2017/09/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/290/205/GCF_002290205.1_ASM229020v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/290/205/GCA_002290205.1_ASM229020v1
"Salmonella enterica","FORC_051",19669,SAMN05756207 ,PRJNA342395,"Proteobacteria","Gammaproteobacteria",GCA_002313085.1 ,4.77664,52.1411,chromosome:NZ_CP017232.1/CP017232.1; plasmid pFORC51:NZ_CP017233.1/CP017233.1,-,2,4900,4586,2017/09/19,2017/09/21,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/313/085/GCF_002313085.1_ASM231308v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/313/085/GCA_002313085.1_ASM231308v1
"Escherichia coli","Z1002",19668,SAMN06924979 ,PRJNA386069,"Proteobacteria","Gammaproteobacteria",GCA_002142675.1 ,5.62852,50.5236,chromosome:NZ_CP021202.1/CP021202.1; plasmid p1002-1:NZ_CP021203.1/CP021203.1; plasmid p1002-4:NZ_CP021204.1/CP021204.1; plasmid p1002-MCR1:NZ_CP021205.1/CP021205.1; plasmid p1002-NDM1:NZ_CP021206.1/CP021206.1,-,5,5949,5451,2017/05/16,2017/05/24,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/142/675/GCF_002142675.1_ASM214267v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/142/675/GCA_002142675.1_ASM214267v1
"Bordetella pertussis","J108",19440,SAMN05751692 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442715.1 ,4.10633,67.7,chromosome:NZ_CP017163.1/CP017163.1,-,1,3980,3557,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/715/GCF_002442715.1_ASM244271v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/715/GCA_002442715.1_ASM244271v1
"Bordetella pertussis","J224",19440,SAMN05751697 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442735.1 ,4.10619,67.7,chromosome:NZ_CP017164.1/CP017164.1,-,1,3983,3537,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/735/GCF_002442735.1_ASM244273v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/735/GCA_002442735.1_ASM244273v1
"Escherichia coli","5CRE51",19668,SAMN06828737 ,PRJNA384104,"Proteobacteria","Gammaproteobacteria",GCA_002142695.1 ,5.25643,50.6352,chromosome:NZ_CP021175.1/CP021175.1; plasmid p5CRE51-MCR-1:NZ_CP021176.1/CP021176.1; plasmid p5CRE51-NDM-9:NZ_CP021177.1/CP021177.1,-,3,5511,5100,2017/05/16,2017/05/24,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/142/695/GCF_002142695.1_ASM214269v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/142/695/GCA_002142695.1_ASM214269v1
"Salmonella enterica","FORC_056",19669,SAMN05631013 ,PRJNA340047,"Proteobacteria","Gammaproteobacteria",GCA_002313105.1 ,4.7456,52.1962,chromosome:NZ_CP017177.1/CP017177.1; plasmid unnamed1:NZ_CP017178.1/CP017178.1,-,2,4852,4549,2017/09/19,2017/09/21,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/313/105/GCF_002313105.1_ASM231310v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/313/105/GCA_002313105.1_ASM231310v1
"Salmonella enterica subsp. enterica serovar Typhimurium","WW012",19669,SAMN07267217 ,PRJNA391357,"Proteobacteria","Gammaproteobacteria",GCA_002313125.1 ,5.14278,51.8907,chromosome:NZ_CP022168.1/CP022168.1; plasmid pWW012:NZ_CP022169.1/CP022169.1,-,2,5307,5009,2017/09/19,2017/09/21,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/313/125/GCF_002313125.1_ASM231312v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/313/125/GCA_002313125.1_ASM231312v1
"Escherichia coli","strain Z247",19668,SAMN06925129 ,PRJNA386074,"Proteobacteria","Gammaproteobacteria",GCA_002142715.1 ,5.40007,50.386,chromosome:NZ_CP021207.1/CP021207.1; plasmid p2474-3:NZ_CP021208.1/CP021208.1; plasmid p2474-MCR1:NZ_CP021209.1/CP021209.1; plasmid p2474-NDM1:NZ_CP021210.1/CP021210.1,-,4,5633,5245,2017/05/16,2017/05/24,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/142/715/GCF_002142715.1_ASM214271v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/142/715/GCA_002142715.1_ASM214271v1
"Bordetella pertussis","J222",19440,SAMN05751695 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442755.1 ,4.10601,67.7,chromosome:NZ_CP017165.1/CP017165.1,-,1,3991,3443,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/755/GCF_002442755.1_ASM244275v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/755/GCA_002442755.1_ASM244275v1
"Bordetella pertussis","J170",19440,SAMN05751700 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442775.1 ,4.10532,67.7,chromosome:NZ_CP017166.1/CP017166.1,-,1,3978,3576,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/775/GCF_002442775.1_ASM244277v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/775/GCA_002442775.1_ASM244277v1
"Escherichia coli","95JB1",19668,SAMN06924970 ,PRJNA383943,"Proteobacteria","Gammaproteobacteria",GCA_002156825.1 ,5.51797,50.5514,chromosome:NZ_CP021335.1/CP021335.1; plasmid p95JB1A:NZ_CP021336.1/CP021336.1; plasmid p95JB1B:NZ_CP021337.1/CP021337.1,-,3,5919,5404,2017/05/23,2017/05/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/825/GCF_002156825.1_ASM215682v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/825/GCA_002156825.1_ASM215682v1
"Salmonella enterica subsp. enterica serovar Paratyphi A","FDAARGOS_368",19669,SAMN07312412 ,PRJNA231221,"Proteobacteria","Gammaproteobacteria",GCA_002386165.1 ,4.588,52.2,chromosome:NZ_CP023508.1/CP023508.1,-,1,4700,4301,2017/09/28,2017/10/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/386/165/GCF_002386165.1_ASM238616v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/386/165/GCA_002386165.1_ASM238616v1
"Salmonella enterica subsp. enterica serovar Saintpaul","FDAARGOS_373",19669,SAMN07312417 ,PRJNA231221,"Proteobacteria","Gammaproteobacteria",GCA_002386325.1 ,4.8381,52.2,chromosome:NZ_CP023512.1/CP023512.1,-,1,4941,4631,2017/09/28,2017/10/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/386/325/GCF_002386325.1_ASM238632v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/386/325/GCA_002386325.1_ASM238632v1
"Escherichia coli","95NR1",19668,SAMN06947002 ,PRJNA383942,"Proteobacteria","Gammaproteobacteria",GCA_002156845.1 ,5.63676,50.5525,chromosome:NZ_CP021339.1/CP021339.1; plasmid p95NR1A:NZ_CP021340.1/CP021340.1; plasmid p95NR1B:NZ_CP021341.1/CP021341.1,-,3,6087,5562,2017/05/23,2017/05/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/845/GCF_002156845.1_ASM215684v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/845/GCA_002156845.1_ASM215684v1
"Bordetella pertussis","J308",19440,SAMN05751701 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442795.1 ,4.10324,67.7,chromosome:NZ_CP017167.1/CP017167.1,-,1,3971,3570,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/795/GCF_002442795.1_ASM244279v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/795/GCA_002442795.1_ASM244279v1
"Bordetella pertussis","J310",19440,SAMN05751702 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002442815.1 ,4.10218,67.7,chromosome:NZ_CP017168.1/CP017168.1,-,1,3971,3567,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/815/GCF_002442815.1_ASM244281v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/815/GCA_002442815.1_ASM244281v1
"Escherichia coli","81009",19668,SAMN06808253 ,PRJNA383781,"Proteobacteria","Gammaproteobacteria",GCA_002157245.1 ,5.1478,50.829,chromosome:NZ_CP021179.1/CP021179.1; plasmid pEC-81009:NZ_CP021180.1/CP021180.1,-,2,5368,5006,2017/05/24,2017/05/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/245/GCF_002157245.1_ASM215724v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/245/GCA_002157245.1_ASM215724v1
"Salmonella enterica subsp. enterica","RM11065",19669,SAMN07334225 ,PRJNA393473,"Proteobacteria","Gammaproteobacteria",GCA_002504105.1 ,5.26752,52.0022,chromosome:NZ_CP022663.1/CP022663.1; plasmid pRM11065-1:NZ_CP022661.1/CP022661.1; plasmid pRM11065-2:NZ_CP022662.1/CP022662.1,-,3,5503,5030,2017/10/10,2017/10/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/504/105/GCF_002504105.1_ASM250410v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/105/GCA_002504105.1_ASM250410v1
"Salmonella enterica subsp. enterica","RM11060",19669,SAMN07334224 ,PRJNA393473,"Proteobacteria","Gammaproteobacteria",GCA_002504125.1 ,5.25326,52.0677,chromosome:NZ_CP022658.1/CP022658.1; plasmid pRM11060-1:NZ_CP022659.1/CP022659.1; plasmid pRM11060-2:NZ_CP022660.1/CP022660.1,-,3,5418,5046,2017/10/10,2017/10/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/504/125/GCF_002504125.1_ASM250412v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/125/GCA_002504125.1_ASM250412v1
"Escherichia coli","9",19668,SAMN06093946 ,PRJNA355857,"Proteobacteria","Gammaproteobacteria",GCA_002163655.1 ,4.85546,50.7,chromosome:NZ_CP018323.1/CP018323.1,-,1,5020,4675,2017/06/02,2017/06/05,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/655/GCF_002163655.1_ASM216365v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/655/GCA_002163655.1_ASM216365v1
"Bordetella pertussis","NCTC13666",19440,SAMEA3936801 ,PRJEB6403,"Proteobacteria","Betaproteobacteria",GCA_900186845.1 ,4.1085,67.7,chromosome 1:NZ_LT906471.1/LT906471.1,-,1,3974,3588,2017/08/15,2017/08/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/845/GCF_900186845.1_46338_E02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/186/845/GCA_900186845.1_46338_E02
"Bordetella pertussis","NCTC13667",19440,SAMEA3643328 ,PRJEB6403,"Proteobacteria","Betaproteobacteria",GCA_900187345.1 ,4.12264,67.7,chromosome 1:NZ_LT906484.1/LT906484.1,-,1,3987,3579,2017/08/15,2017/08/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/345/GCF_900187345.1_42650_A02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/345/GCA_900187345.1_42650_A02
"Escherichia coli","",19668,SAMN06165994 ,PRJNA355857,"Proteobacteria","Gammaproteobacteria",GCA_002163695.1 ,4.75972,50.6,chromosome:NZ_CP018840.1/CP018840.1,-,1,4852,4482,2017/06/02,2017/06/05,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/695/GCF_002163695.1_ASM216369v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/695/GCA_002163695.1_ASM216369v1
